food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Calcium
little india little lunch,164,10.6,15.6,12.2,1.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0
original chicken sandwich chick fil a,125,5.1,11.6,7.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sausage mcmuffin mcdonalds,383,24.2,8.3,8.9,3.7,28.2,2.2,14.6,1.6,44.9,0.8,257.6
sausage mcgriddles mcdonalds,421,24.0,7.3,10.2,3.5,42.2,15.2,11.4,1.4,32.4,1.0,85.1
crispy chicken drumstick kentucky fried chicken,70,3.0,0.8,1.2,0.8,0.0,0.0,10.6,0.0,56.2,0.2,6.6
chicken crispy drumsticks kentucky fried chicken,156,10.1,2.2,3.4,3.6,4.5,0.0,11.8,0.0,62.1,0.4,14.3
biscuit kentucky fried chicken,185,9.1,2.2,6.1,0.6,22.1,1.7,3.8,0.8,0.5,0.5,31.2
english muffin mcdonalds,97,2.3,1.1,15.4,1.1,2.9,1.5,5.7,0.2,20.7,0.031,0.08
french fries mcdonalds,378,18.1,2.7,8.6,5.5,49.8,0.2,4.0,4.6,0.0,0.2,0.003
hotdog,383,23.0,8.1,10.8,2.7,28.5,0.0,16.4,0.0,69.8,1.1,37.2
french fries burger king,207,9.2,1.6,2.4,4.4,28.6,0.4,2.4,2.1,0.0,0.2,0.083
original taco with beef cheese lettuce taco bell,158,8.8,3.0,3.0,2.1,13.7,0.6,6.1,2.7,19.3,0.3,61.4
hotdog with chili,296,13.4,4.9,6.6,1.2,31.3,0.0,13.5,0.0,51.3,0.5,19.4
chicken crispy wings kentucky fried chicken,148,10.1,2.1,3.3,3.8,5.1,0.0,9.2,0.0,47.1,0.3,15.4
egg white delight mcdonalds,250,16.0,4.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
french toast sticks burger king,73,3.7,0.8,2.0,0.5,8.7,2.1,1.3,0.3,0.0,0.014,11.1
mcchicken mcdonalds,358,17.3,3.1,5.8,6.5,36.6,4.7,13.7,1.7,35.4,0.8,0.0
nachos supreme taco bell,480,26.6,7.8,13.7,2.8,45.0,0.0,14.8,8.0,37.1,0.8,142.4
crispy chicken wing kentucky fried chicken,104,5.3,1.1,1.7,1.8,1.3,0.0,12.6,0.0,64.2,0.3,13.2
chicken strips burger king,105,5.5,1.0,1.5,2.7,7.4,0.0,6.6,0.5,15.8,0.3,0.046
crispy chicken breast kentucky fried chicken,214,6.7,1.7,2.4,2.3,0.4,0.0,38.2,0.0,121.8,0.7,28.0
sausage biscuit mcdonalds,440,29.7,12.5,10.3,4.0,31.8,2.3,11.3,1.4,33.9,1.0,64.4
sausage burrito mcdonalds,339,17.1,6.1,6.5,2.4,24.2,1.4,13.0,1.2,172.9,0.8,203.4
onion rings fried,27,1.6,0.3,0.4,0.8,2.8,0.4,0.3,0.2,0.0,0.015,7.5
onion rings burger king,379,23.0,3.8,6.3,11.1,39.7,4.9,3.5,2.5,0.0,0.7,104.7
turkey patty fried,79,5.0,1.3,2.1,1.3,4.4,0.053,3.9,0.1,21.0,0.2,3.9
hotcakes with syrup mcdonalds,601,17.8,1.8,1.9,4.6,101.8,45.5,9.0,2.0,19.9,0.6,126.0
crispy chicken thigh kentucky fried chicken,163,9.1,2.5,3.8,2.1,0.0,0.0,20.4,0.0,107.4,0.5,19.1
corn dog,195,9.4,2.7,3.7,2.6,21.0,5.9,6.7,0.8,34.3,0.5,0.086
chicken box mcdonalds,70,4.0,0.8,2.8,0.011,5.5,0.5,0.2,0.0,0.0,0.0,0.0
potato wedges kentucky fried chicken,379,19.8,4.0,11.9,2.4,45.0,0.0,5.4,4.2,0.0,1.0,34.8
scrambled eggs mcdonalds,98,7.5,2.1,2.7,1.1,0.9,0.1,7.7,0.0,217.8,0.04,33.7
egg mcmuffin mcdonalds,287,12.2,4.5,3.4,2.2,27.3,2.7,17.2,1.4,207.9,0.8,0.0
nachos taco bell,362,21.9,4.7,12.6,2.6,36.0,0.0,5.1,3.8,4.0,0.5,88.1
biscuit large mcdonalds,310,14.4,8.3,3.4,2.0,39.4,2.7,5.5,1.8,0.0,0.9,68.4
crispy chicken strips kentucky fried chicken,129,7.2,1.4,2.0,3.2,6.4,0.0,9.5,0.7,24.0,0.4,11.8
hotcakes mcdonalds,113,2.9,0.6,0.6,1.5,19.0,4.4,3.0,0.7,6.4,0.2,41.7
chicken crispy breast kentucky fried chicken,375,23.2,5.0,7.6,8.8,11.9,0.0,29.7,0.0,106.4,0.8,37.8
hotcakes sausage mcdonalds,776,34.9,7.3,9.0,6.5,102.4,45.7,15.5,2.1,50.2,0.9,134.6
chicken mcnuggets mcdonalds,48,3.2,0.5,1.3,0.9,2.4,0.025,2.5,0.0,7.0,0.009,0.0
chips chipotle,151,7.1,0.9,19.3,1.1,2.1,2.1,0.2,0.0,0.0,0.0,0.0
biscuit mcdonalds,261,12.2,7.0,2.8,1.7,33.3,2.2,4.7,1.5,0.0,0.7,57.8
rice bowl with chicken,36,0.4,0.01,0.1,0.1,6.4,1.2,1.6,0.2,4.5,0.064,3.7
spaghetti with meatballs,200,8.2,2.9,3.3,1.1,22.9,5.8,8.7,5.4,14.0,0.6,0.036
meat ravioli canned,259,8.9,3.7,4.2,0.6,36.0,6.3,8.9,4.2,13.1,0.9,34.1
cheese ravioli canned,186,3.5,1.7,1.0,0.4,33.0,9.0,6.0,3.1,7.3,0.7,79.9
premium crispy chicken ranch blt sandwich mcdonalds,586,22.9,4.7,9.1,7.8,59.8,13.3,35.3,3.4,72.0,1.2,84.0
steak sandwich,459,14.1,3.8,5.3,3.3,52.0,0.0,30.3,0.0,73.4,0.8,91.8
cheeseburger burger king,380,19.7,9.1,7.6,2.0,31.5,6.0,19.4,3.7,59.9,0.8,123.7
cheeseburger mcdonalds,313,14.0,5.3,4.3,0.4,33.1,7.4,15.4,1.3,41.7,0.7,198.7
double cheeseburger,643,36.9,15.9,13.7,3.0,41.0,9.5,37.0,2.1,114.0,0.9,0.054
double hamburger,942,58.6,21.6,22.9,11.3,51.4,13.2,52.1,5.2,172.0,1.1,0.094
premium grilled chicken classic sandwich mcdonalds,366,8.6,1.7,2.3,4.1,44.6,10.0,28.3,2.8,68.0,0.8,74.0
big n tasty with cheese mcdonalds,573,36.0,10.8,10.7,7.1,39.7,9.5,27.2,3.2,91.4,1.0,224.8
premium grilled chicken club sandwich mcdonalds,493,18.0,6.4,5.6,4.8,44.3,6.4,38.3,2.7,102.6,1.0,211.9
quarter pounder mcdonalds,417,19.8,6.9,7.2,0.5,37.9,8.8,24.1,2.7,66.7,0.7,143.6
premium crispy chicken classic sandwich mcdonalds,524,20.0,3.2,7.3,8.5,58.6,12.4,27.8,3.2,59.8,1.0,78.2
veggie burger,124,4.4,1.0,1.2,1.4,10.0,0.7,11.0,3.4,3.5,0.4,95.2
quarter pounder with cheese mcdonalds,513,28.3,11.2,9.2,0.9,39.7,9.8,29.0,2.8,93.5,1.2,286.6
beef sandwich steak raw,173,15.1,6.5,6.2,0.3,0.0,0.0,9.2,0.0,39.8,0.043,6.7
cheeseburger,292,13.2,6.0,5.1,1.4,28.7,5.9,15.0,1.6,41.4,0.6,0.04
premium grilled chicken ranch blt sandwich mcdonalds,412,10.9,3.0,3.8,3.4,44.3,10.5,33.7,2.8,76.8,1.0,76.8
double whopper with cheese burger king,1061,68.1,27.9,25.1,11.9,53.9,14.4,57.7,6.4,187.5,1.5,311.2
big mac mcdonalds,563,32.8,8.3,7.6,0.7,44.0,8.7,25.9,3.5,78.8,1.0,254.0
sandwich with cold cuts,833,39.3,13.9,14.5,7.5,79.9,12.4,41.1,4.7,105.6,2.2,0.023
filet o fish mcdonalds,378,19.6,3.8,5.4,8.0,35.4,4.9,15.1,1.9,42.9,0.6,160.8
hand breaded chicken tenders carls jr,57,2.9,0.6,2.9,5.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
grilled chicken sandwich wendys,370,8.0,42.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sandwich with roast beef,410,13.0,7.1,1.8,2.6,44.3,0.0,28.6,0.0,73.4,0.8,41.0
hamburger burger king,258,10.4,3.8,4.2,1.2,26.5,5.5,14.7,2.0,34.7,0.5,0.049
big n tasty mcdonalds,524,31.7,8.6,9.7,6.9,38.5,8.8,24.7,3.2,76.6,0.7,150.8
roast beef sandwich,364,15.3,5.1,5.9,2.6,33.1,5.7,22.6,1.9,44.7,1.0,0.039
roast beef sandwich with cheese,473,18.0,9.0,3.7,3.5,45.4,0.0,32.2,0.0,77.4,1.6,183.0
hamburger,255,9.9,3.5,3.7,1.3,28.7,5.8,12.9,1.7,28.1,0.5,0.068
premium fish sandwich burger king,572,27.4,4.3,5.7,13.8,58.7,7.8,22.6,2.0,68.2,1.3,81.4
whopper burger king,790,48.4,18.3,16.0,12.0,52.8,13.0,35.4,3.2,113.8,1.4,259.1
sandwich with tuna salad,584,28.0,5.3,13.4,7.3,55.4,0.0,29.7,0.0,48.6,1.3,74.2
original chicken sandwich burger king,569,29.2,5.4,7.4,14.4,52.2,6.0,24.2,4.8,61.7,1.3,91.5
double whopper burger king,942,58.6,21.6,22.9,11.3,51.4,13.2,52.1,5.2,172.0,1.1,130.9
premium crispy chicken club sandwich mcdonalds,635,29.9,8.5,10.7,9.0,57.4,12.7,39.1,3.0,96.5,1.2,233.7
hamburger mcdonalds,251,9.6,3.3,3.6,1.3,28.8,5.7,12.3,1.2,25.7,0.5,0.0
pepperoni pizza dominos,308,12.6,5.4,3.8,2.4,36.0,4.2,12.7,2.4,28.3,0.7,159.3
sausage pizza,325,14.3,5.8,4.7,2.7,35.5,3.9,13.3,2.7,26.7,0.7,0.078
pepperoni pizza,313,13.2,5.7,4.3,2.3,35.5,3.6,13.0,2.6,27.8,0.8,0.05
pepperoni pizza pizza hut,269,10.9,5.0,3.9,2.0,30.3,3.5,12.3,1.6,25.0,0.8,148.8
cheese pizza pizza hut,260,10.5,4.8,2.8,1.8,30.0,3.2,11.5,1.7,23.0,0.7,200.6
cheese pizza,285,10.4,4.8,2.8,1.8,35.7,3.8,12.2,2.5,18.2,0.6,0.082
cheese pizza dominos,278,9.7,4.4,2.3,2.0,35.9,4.3,11.7,2.4,18.4,0.6,180.4
meat vegetable pizza,332,14.8,6.0,5.2,2.6,34.5,5.1,15.0,3.0,36.7,0.8,163.2
sucker raw,146,3.7,0.7,1.1,1.3,0.0,0.0,26.6,0.0,65.2,0.0,111.3
northern pike raw,348,2.7,0.5,0.6,0.8,0.0,0.0,76.3,0.0,154.4,0.2,225.7
haddock cooked,135,0.8,0.2,0.1,0.3,0.0,0.0,30.0,0.0,99.0,0.4,21.0
burbot cooked,104,0.9,0.2,0.2,0.3,0.0,0.0,22.3,0.0,69.3,0.1,57.6
pollock cooked,356,3.8,0.5,0.4,1.9,0.0,0.0,75.3,0.0,274.8,0.3,232.5
rainbow smelt raw,27,0.7,0.1,0.2,0.3,0.0,0.0,5.0,0.0,19.8,0.019,17.0
whitefish cooked,265,11.6,1.8,3.9,4.2,0.0,0.0,37.7,0.0,118.6,0.1,50.8
walleye pike raw,148,1.9,0.4,0.5,0.7,0.0,0.0,30.4,0.0,136.7,0.011,174.9
carp cooked,275,12.2,2.4,5.1,3.1,0.0,0.0,38.9,0.0,142.8,0.1,88.4
wolffish cooked,293,7.3,1.1,2.6,2.6,0.0,0.0,53.4,0.0,140.4,0.3,19.0
snapper cooked,218,2.9,0.6,0.5,1.0,0.0,0.0,44.7,0.0,79.9,0.066,68.0
roe cooked,58,2.3,0.5,0.6,1.0,0.5,0.0,8.1,0.0,135.6,0.055,7.9
anchovy raw,37,1.4,0.4,0.3,0.5,0.0,0.0,5.8,0.0,17.0,0.012,41.6
herring raw,291,16.6,3.8,6.9,3.9,0.0,0.0,33.0,0.0,110.4,0.2,104.9
cod raw,189,1.5,0.3,0.2,0.5,0.0,0.0,41.1,0.0,99.3,0.1,37.0
tilapia raw,111,2.0,0.7,0.6,0.4,0.0,0.0,23.3,0.0,58.0,0.009,11.6
whiting cooked,84,1.2,0.3,0.3,0.4,0.0,0.0,16.9,0.0,60.5,0.018,44.6
skipjack tuna cooked,407,4.0,1.3,0.7,1.2,0.0,0.0,86.9,0.0,184.8,0.1,114.0
salmon cooked,733,44.0,8.5,14.9,16.2,0.0,0.0,78.7,0.0,224.3,0.2,53.4
chum salmon cooked,474,14.9,3.3,6.1,3.5,0.0,0.0,79.5,0.0,292.6,0.2,43.1
american shad cooked,363,25.4,0.0,0.0,0.0,0.0,0.0,31.3,0.0,138.2,0.043,86.4
shark cooked,65,3.9,0.9,1.7,1.0,1.8,0.0,5.3,0.0,16.7,0.068,14.2
trout cooked,118,5.3,0.9,2.6,1.2,0.0,0.0,16.5,0.0,45.9,0.027,34.1
swordfish raw,196,9.0,2.2,4.0,1.6,0.0,0.0,26.7,0.0,89.8,0.1,6.8
rainbow trout cooked,119,5.2,1.2,1.7,1.3,0.0,0.0,16.9,0.0,49.7,0.041,0.003
fish sandwich with cheese,374,19.6,3.8,5.4,8.0,35.4,4.9,15.1,0.0,49.6,0.6,160.8
jellyfish dried,21,0.8,0.2,0.1,0.3,0.0,0.0,3.2,0.0,2.9,5.6,1.2
mullet raw,139,4.5,1.3,1.3,0.9,0.0,0.0,23.0,0.0,58.3,0.098,48.8
halibut cooked,353,5.1,1.1,1.8,1.1,0.0,0.0,71.7,0.0,190.8,0.3,0.0
lingcod raw,213,2.7,0.5,0.9,0.8,0.0,0.0,44.2,0.0,130.0,0.1,35.0
orange roughy cooked,30,0.3,0.046,0.1,0.076,0.0,0.0,6.4,0.0,22.6,0.079,3.1
cisco raw,77,1.5,0.3,0.4,0.5,0.0,0.0,15.0,0.0,39.5,0.042,9.5
florida pompano cooked,186,10.7,4.0,2.9,1.3,0.0,0.0,20.8,0.0,56.3,0.05,37.8
snapper raw,218,2.9,0.6,0.5,1.0,0.0,0.0,44.7,0.0,80.7,0.1,69.8
fish sandwich,565,27.4,4.3,5.7,13.8,58.7,7.8,22.6,0.0,77.0,1.3,0.0
haddock raw,143,0.9,0.2,0.1,0.3,0.0,0.0,31.5,0.0,104.2,0.4,21.2
ocean perch raw,51,1.0,0.2,0.3,0.2,0.0,0.0,9.8,0.0,33.3,0.2,17.9
cuttlefish cooked,45,0.4,0.08,0.061,0.061,0.5,0.0,9.2,0.0,63.4,0.2,50.9
cod cooked,189,1.5,0.3,0.2,0.5,0.0,0.0,41.1,0.0,99.0,0.1,25.2
seatrout raw,248,8.6,2.4,2.1,1.7,0.0,0.0,39.8,0.0,197.5,0.1,40.5
flounder raw,114,3.1,0.7,0.9,0.6,0.0,0.0,20.2,0.0,73.4,0.5,34.2
spot cooked,79,3.1,0.9,0.9,0.7,0.0,0.0,11.9,0.0,38.5,0.022,9.0
walleye pike cooked,148,1.9,0.4,0.5,0.7,0.0,0.0,30.4,0.0,136.4,0.069,174.8
perch raw,55,0.6,0.1,0.081,0.2,0.0,0.0,11.6,0.0,54.0,0.037,48.0
pumpkin seed sunfish raw,43,0.3,0.051,0.016,0.1,0.0,0.0,9.3,0.0,32.2,0.06,38.4
salt mackerel,415,34.1,9.7,11.3,8.4,0.0,0.0,25.2,0.0,129.2,6.1,89.8
mackerel cooked,231,15.7,3.7,6.2,3.8,0.0,0.0,21.0,0.0,66.0,0.064,13.2
tilapia cooked,111,2.3,0.8,0.8,0.5,0.0,0.0,22.8,0.0,49.6,0.011,12.2
drum raw,236,9.8,2.2,4.3,2.3,0.0,0.0,34.7,0.0,126.7,0.1,118.8
atlantic croaker fried,192,11.0,3.0,4.6,2.5,6.6,0.0,15.8,0.3,73.1,0.3,27.8
pumpkin seed sunfish cooked,42,0.3,0.025,0.083,0.1,0.0,0.0,9.2,0.0,31.8,0.046,38.1
wolffish raw,294,7.3,1.1,2.6,2.6,0.0,0.0,53.6,0.0,140.8,0.3,18.4
bluefin tuna cooked,276,9.4,2.4,3.1,2.8,0.0,0.0,44.9,0.0,73.5,0.02,15.0
scup cooked,68,1.8,0.0,0.0,0.0,0.0,0.0,12.1,0.0,33.5,0.061,25.5
herring cooked,290,16.6,3.7,6.8,3.9,0.0,0.0,32.9,0.0,110.1,0.2,105.8
bluefish raw,186,6.4,1.4,2.7,1.6,0.0,0.0,30.1,0.0,88.5,0.028,10.5
sheepshead cooked,234,3.0,0.7,0.7,0.7,0.0,0.0,48.4,0.0,119.0,0.1,68.8
bass cooked,91,2.9,0.6,1.1,0.8,0.0,0.0,15.0,0.0,53.9,0.078,63.9
pout cooked,279,3.2,1.1,1.2,0.1,0.0,0.0,58.4,0.0,183.6,0.2,35.6
chinook salmon raw,709,41.3,12.3,17.4,11.1,0.0,0.0,78.9,0.0,198.0,0.2,103.0
rockfish raw,172,2.6,0.7,0.7,0.8,0.0,0.0,35.1,0.0,95.5,0.1,26.7
tilefish raw,371,8.9,1.7,2.2,2.3,0.0,0.0,67.6,0.0,193.0,0.2,100.4
scup raw,174,4.5,1.1,0.9,1.7,0.0,0.0,31.3,0.0,86.3,0.082,66.4
sablefish cooked,755,59.3,12.4,31.2,7.9,0.0,0.0,51.9,0.0,190.3,0.2,135.9
tuna salad,383,19.0,3.2,5.9,8.5,19.3,0.0,32.9,0.0,26.7,0.8,34.9
coho salmon cooked,255,11.8,2.8,5.2,2.8,0.0,0.0,34.7,0.0,90.1,0.06,17.2
roe raw,20,0.9,0.2,0.2,0.4,0.2,0.0,3.1,0.0,52.4,0.052,3.1
sea bass raw,125,2.6,0.7,0.5,1.0,0.0,0.0,23.8,0.0,52.9,0.084,12.9
pink salmon cooked,349,12.0,2.2,3.7,2.2,0.0,0.0,56.0,0.0,125.4,0.2,0.066
sockeye salmon cooked,493,17.3,3.0,5.8,4.1,0.0,0.0,82.1,0.0,189.1,0.3,0.089
whitefish raw,265,11.6,1.8,4.0,4.3,0.0,0.0,37.8,0.0,118.8,0.1,51.5
greenland halibut cooked,760,56.4,9.9,34.2,5.6,0.0,0.0,58.6,0.0,187.6,0.3,12.7
northern pike cooked,350,2.7,0.5,0.6,0.8,0.0,0.0,76.5,0.0,155.0,0.2,226.3
salmon raw,824,53.1,12.1,14.9,15.4,0.0,0.0,80.9,0.0,217.8,0.2,35.6
turbot cooked,388,12.0,0.0,0.0,0.0,0.0,0.0,65.4,0.0,197.2,0.6,73.1
surimi,28,0.3,0.059,0.043,0.1,1.9,0.0,4.3,0.0,8.5,0.042,2.5
chinook salmon cooked,711,41.2,9.9,17.7,8.2,0.0,0.0,79.2,0.0,261.8,0.2,86.2
mullet cooked,140,4.5,1.3,1.3,0.9,0.0,0.0,23.1,0.0,58.6,0.001,28.8
chum salmon raw,3,0.1,0.08,0.035,0.037,0.0,0.0,0.6,0.0,2.1,0.029,0.3
butterfish raw,47,2.6,1.1,1.1,0.2,0.0,0.0,5.5,0.0,20.8,0.072,7.0
sea bass cooked,125,2.6,0.7,0.5,1.0,0.0,0.0,23.9,0.0,53.5,0.058,13.1
greenland halibut raw,759,56.5,9.9,34.2,5.6,0.0,0.0,58.6,0.0,187.7,0.3,12.2
halibut raw,371,5.4,1.2,1.9,1.2,0.0,0.0,75.7,0.0,199.9,0.3,28.6
sturgeon cooked,184,7.0,1.6,3.4,1.2,0.0,0.0,28.2,0.0,104.7,0.019,23.1
fish fillet fried,211,11.2,2.6,2.3,5.7,15.4,0.0,13.3,0.5,30.9,0.5,16.4
rainbow trout raw,111,4.9,1.1,1.6,1.2,0.0,0.0,15.8,0.0,46.6,0.022,19.8
pout raw,278,3.2,1.1,1.2,0.1,0.0,0.0,58.6,0.0,183.0,0.2,35.2
rainbow smelt cooked,35,0.9,0.2,0.2,0.3,0.0,0.0,6.4,0.0,25.5,0.047,21.8
monkfish raw,22,0.4,0.079,0.074,0.2,0.0,0.0,4.1,0.0,7.1,0.059,2.3
trout raw,117,5.2,0.9,2.6,1.2,0.0,0.0,16.4,0.0,45.8,0.051,34.0
shark raw,37,1.3,0.3,0.5,0.3,0.0,0.0,5.9,0.0,14.4,0.003,9.6
burbot raw,104,0.9,0.2,0.2,0.3,0.0,0.0,22.4,0.0,69.6,0.1,58.0
dolphinfish cooked,173,1.4,0.4,0.2,0.3,0.0,0.0,37.7,0.0,149.5,0.2,30.2
crayfish cooked,25,0.4,0.089,0.022,0.1,0.0,0.0,5.0,0.0,38.8,0.058,14.4
dolphinfish raw,173,1.4,0.4,0.2,0.3,0.0,0.0,37.7,0.0,148.9,0.2,30.6
perch cooked,54,0.5,0.1,0.029,0.2,0.0,0.0,11.4,0.0,52.9,0.043,46.9
cusk raw,106,0.8,0.2,0.1,0.3,0.0,0.0,23.2,0.0,50.0,0.086,12.2
bluefin tuna raw,41,1.4,0.4,0.5,0.4,0.0,0.0,6.6,0.0,10.8,0.013,2.3
milkfish cooked,54,2.4,0.0,0.0,0.0,0.0,0.0,7.4,0.0,19.0,0.076,18.4
carp raw,277,12.2,2.4,5.1,3.1,0.0,0.0,38.9,0.0,143.9,0.1,89.4
sturgeon raw,30,1.1,0.3,0.5,0.2,0.0,0.0,4.6,0.0,17.0,0.007,3.7
orange roughy raw,22,0.2,0.057,0.051,0.086,0.0,0.0,4.6,0.0,17.0,0.063,2.5
catfish fried,199,11.6,2.9,4.9,2.9,7.0,0.0,15.7,0.6,61.8,0.2,38.3
cuttlefish raw,22,0.2,0.002,0.088,0.069,0.2,0.0,4.6,0.0,31.7,0.1,25.5
bass raw,90,2.9,0.6,1.1,0.8,0.0,0.0,14.9,0.0,53.7,0.055,63.2
flounder cooked,109,3.0,0.7,0.8,0.6,0.0,0.0,19.4,0.0,71.1,0.5,0.1
milkfish raw,42,1.9,0.5,0.7,0.5,0.0,0.0,5.8,0.0,14.7,0.098,14.4
eel raw,375,23.8,4.8,14.7,1.9,0.0,0.0,37.6,0.0,257.0,0.1,40.8
catfish raw,189,9.4,2.1,4.1,1.8,0.0,0.0,24.2,0.0,87.5,0.2,12.7
fish sticks,78,4.5,1.0,0.9,2.2,6.1,0.5,3.1,0.4,7.8,0.1,0.089
coho salmon raw,254,12.2,2.9,5.3,3.0,0.0,0.0,33.8,0.0,81.1,0.054,19.1
monkfish cooked,27,0.6,0.0,0.0,0.0,0.0,0.0,5.3,0.0,9.1,0.004,2.8
yellowtail cooked,546,19.6,0.0,0.0,0.0,0.0,0.0,86.6,0.0,207.3,0.1,84.7
yellowfin tuna cooked,37,0.2,0.054,0.095,0.038,0.0,0.0,8.2,0.0,13.3,0.011,1.1
ling cooked,168,1.2,0.0,0.0,0.0,0.0,0.0,36.8,0.0,77.0,0.3,66.4
eel cooked,67,4.2,0.9,2.6,0.3,0.0,0.0,6.7,0.0,45.6,0.069,7.4
sablefish raw,753,59.1,12.4,31.1,7.9,0.0,0.0,51.8,0.0,189.1,0.2,135.1
salmon nuggets,60,3.3,0.4,1.3,0.9,4.0,0.0,3.6,0.0,7.4,0.005,2.3
yellowtail raw,546,19.6,4.8,7.4,5.3,0.0,0.0,86.5,0.0,205.7,0.1,86.0
butterfish cooked,47,2.6,0.0,0.0,0.0,0.0,0.0,5.5,0.0,20.8,0.042,7.0
caviar,42,2.9,0.6,0.7,1.2,0.6,0.0,3.9,0.0,94.1,0.2,44.0
pollock raw,355,3.8,0.5,0.4,1.9,0.0,0.0,75.0,0.0,274.1,0.3,231.6
catfish cooked,206,10.3,2.3,4.5,1.9,0.0,0.0,26.4,0.0,94.4,0.2,0.01
whiting raw,83,1.2,0.2,0.3,0.4,0.0,0.0,16.8,0.0,61.6,0.016,44.2
pink salmon raw,404,14.0,2.6,4.3,2.6,0.0,0.0,65.2,0.0,146.3,0.2,22.3
yellowfin tuna raw,31,0.1,0.073,0.008,0.026,0.0,0.0,6.9,0.0,11.0,0.049,1.1
mackerel raw,230,15.6,3.6,6.1,3.8,0.0,0.0,20.8,0.0,78.4,0.1,13.4
turbot raw,388,12.0,3.1,2.5,3.6,0.0,0.0,65.5,0.0,195.8,0.6,73.4
cusk cooked,106,0.8,0.0,0.0,0.0,0.0,0.0,23.1,0.0,50.4,0.047,12.4
atlantic croaker raw,82,2.5,0.9,0.9,0.4,0.0,0.0,14.0,0.0,48.2,0.014,11.9
sucker cooked,148,3.7,0.7,1.1,1.3,0.0,0.0,26.6,0.0,65.7,0.019,111.6
spot raw,79,3.1,0.9,0.9,0.7,0.0,0.0,11.8,0.0,38.4,0.022,9.0
drum cooked,236,9.7,2.2,4.3,2.3,0.0,0.0,34.6,0.0,126.3,0.1,118.6
crayfish raw,3,0.048,0.01,0.043,0.01,0.0,0.0,0.6,0.0,4.3,0.024,1.0
tilefish cooked,441,14.1,2.6,4.0,3.7,0.0,0.0,73.5,0.0,192.0,0.2,78.0
bluefish cooked,186,6.4,1.4,2.7,1.6,0.0,0.0,30.1,0.0,88.9,0.045,10.5
grouper cooked,238,2.6,0.6,0.5,0.8,0.0,0.0,50.2,0.0,94.9,0.1,42.4
sheepshead raw,257,5.7,1.4,1.7,1.2,0.0,0.0,48.1,0.0,119.0,0.2,50.0
herring kippered,87,4.9,1.1,2.0,1.2,0.0,0.0,9.8,0.0,32.8,0.4,33.6
grouper raw,238,2.6,0.6,0.5,0.8,0.0,0.0,50.2,0.0,95.8,0.1,69.9
ocean perch cooked,48,0.9,0.2,0.3,0.2,0.0,0.0,9.3,0.0,31.5,0.2,0.069
ling raw,168,1.2,0.2,0.2,0.4,0.0,0.0,36.7,0.0,77.2,0.3,65.6
lingcod cooked,329,4.1,0.8,1.3,1.2,0.0,0.0,68.4,0.0,202.3,0.2,54.4
florida pompano raw,184,10.6,3.9,2.9,1.3,0.0,0.0,20.7,0.0,56.0,0.081,24.6
rockfish cooked,162,2.4,0.6,0.7,0.7,0.0,0.0,33.1,0.0,90.9,0.1,0.0
seatrout cooked,247,8.6,2.4,2.1,1.7,0.0,0.0,39.9,0.0,197.2,0.1,40.9
sockeye salmon raw,562,22.2,4.7,7.4,7.7,0.0,0.0,84.4,0.0,209.9,0.4,39.6
swordfish cooked,182,8.4,2.0,3.8,1.5,0.0,0.0,24.9,0.0,82.7,0.1,0.022
american shad raw,362,25.3,5.8,10.5,6.0,0.0,0.0,31.2,0.0,138.0,0.001,86.5
sardine canned in oil,310,17.1,2.3,5.8,7.7,0.0,0.0,36.7,0.0,211.6,0.5,569.2
anchovy canned in oil,8,0.4,0.001,0.2,0.1,0.0,0.0,1.2,0.0,3.4,0.1,9.3
salmon canned,520,20.3,5.5,7.1,5.6,0.0,0.0,79.1,0.0,143.9,1.8,918.8
sardines in tomato sauce canned,165,9.3,2.4,4.3,1.9,0.5,0.4,18.6,0.009,54.3,0.4,213.6
sockeye salmon canned,563,24.9,4.9,8.4,6.0,0.0,0.0,79.5,0.0,266.2,1.4,781.8
tuna canned,102,2.4,0.6,0.6,0.9,0.0,0.0,18.9,0.0,33.6,0.3,11.2
pink salmon canned,530,20.4,3.5,5.0,5.8,0.0,0.0,80.9,0.0,226.1,1.7,883.7
cod canned,328,2.7,0.5,0.4,0.9,0.0,0.0,71.0,0.0,171.6,0.7,65.5
eastern oyster canned,110,4.0,1.0,0.4,1.2,6.3,0.0,11.4,0.0,89.1,0.2,72.9
chum salmon canned,520,20.3,5.5,7.1,5.6,0.0,0.0,79.1,0.0,143.9,0.3,918.8
tuna canned in oil,331,14.4,2.3,5.8,5.3,0.0,0.0,47.2,0.0,55.2,0.7,7.1
wild pink salmon oceans,320,16.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shrimp canned,128,1.7,0.2,0.1,0.9,0.0,0.0,26.1,0.0,322.6,1.1,185.6
